node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
wild_ancestor:CWR_pool_for_Aegilops_searsii	wild_ancestor	CWR pool for Aegilops searsii	Aegilops searsii	"{""context_crop"": ""Aegilops searsii"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Aegilops_sharonensis	wild_ancestor	CWR pool for Aegilops sharonensis	Aegilops sharonensis	"{""context_crop"": ""Aegilops sharonensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Hordeum_spontaneum	wild_ancestor	CWR pool for Hordeum spontaneum	Hordeum spontaneum	"{""context_crop"": ""Hordeum spontaneum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Hordeum_bulbosum	wild_ancestor	CWR pool for Hordeum bulbosum	Hordeum bulbosum	"{""context_crop"": ""Hordeum bulbosum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Hordeum_murinum	wild_ancestor	CWR pool for Hordeum murinum	Hordeum murinum	"{""context_crop"": ""Hordeum murinum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Avena_fatua	wild_ancestor	CWR pool for Avena fatua	Avena fatua	"{""context_crop"": ""Avena fatua"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Avena_sterilis	wild_ancestor	CWR pool for Avena sterilis	Avena sterilis	"{""context_crop"": ""Avena sterilis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Avena_barbata	wild_ancestor	CWR pool for Avena barbata	Avena barbata	"{""context_crop"": ""Avena barbata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Secale_strictum	wild_ancestor	CWR pool for Secale strictum	Secale strictum	"{""context_crop"": ""Secale strictum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Secale_vavilovii	wild_ancestor	CWR pool for Secale vavilovii	Secale vavilovii	"{""context_crop"": ""Secale vavilovii"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_nivara	wild_ancestor	CWR pool for Oryza nivara	Oryza nivara	"{""context_crop"": ""Oryza nivara"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_rufipogon	wild_ancestor	CWR pool for Oryza rufipogon	Oryza rufipogon	"{""context_crop"": ""Oryza rufipogon"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_glaberrima	wild_ancestor	CWR pool for Oryza glaberrima	Oryza glaberrima	"{""context_crop"": ""Oryza glaberrima"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_barthii	wild_ancestor	CWR pool for Oryza barthii	Oryza barthii	"{""context_crop"": ""Oryza barthii"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_meridionalis	wild_ancestor	CWR pool for Oryza meridionalis	Oryza meridionalis	"{""context_crop"": ""Oryza meridionalis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_punctata	wild_ancestor	CWR pool for Oryza punctata	Oryza punctata	"{""context_crop"": ""Oryza punctata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Oryza_longistaminata	wild_ancestor	CWR pool for Oryza longistaminata	Oryza longistaminata	"{""context_crop"": ""Oryza longistaminata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
